direction,entry_date,exit_date,entry_z,exit_z,beta,alpha,gross_pnl,cost,net_pnl,close_reason
SHORT_SPREAD,2023-08-01,2023-08-18,2.0560450765621585,0.4478619280403817,0.4620889121350202,6.574804056502952,0.010830924190657676,0.006,0.004830924190657676,z_exit@2023-08-17
