direction,entry_date,exit_date,entry_z,exit_z,beta,alpha,gross_pnl,cost,net_pnl,close_reason
LONG_SPREAD,2026-01-28,2026-03-25,-2.9111576782903787,-0.6003688776744799,-0.8556143547740632,-0.03779285195968169,-0.006862515016169385,0.006,-0.012862515016169385,z_exit@2026-03-24
