direction,entry_date,exit_date,entry_z,exit_z,beta,alpha,gross_pnl,cost,net_pnl,close_reason
LONG_SPREAD,2026-03-09,2026-04-01,-2.341280958888429,-0.30679490863186276,0.4842917563752136,0.010195333468998046,0.0021094928990166018,0.006,-0.0038905071009833984,z_exit@2026-03-31
