direction,entry_date,exit_date,entry_z,exit_z,beta,alpha,gross_pnl,cost,net_pnl,close_reason
SHORT_SPREAD,2021-01-27,2021-02-09,2.3585116527309355,0.283182179366795,1.3384561950069742,-1.5466450226738233,0.017051676029327112,0.006,0.011051676029327112,z_exit@2021-02-08
