direction,entry_date,exit_date,entry_z,exit_z,beta,alpha,gross_pnl,cost,net_pnl,close_reason
SHORT_SPREAD,2024-10-30,2024-12-29,2.3452403543767786,0.3179423319101402,0.27938656479197577,8.817834601699616,-0.19351637073182637,0.006,-0.19951637073182638,z_exit@2024-12-28
