asset,fold,train_start,train_end,test_start,test_end,train_samples,test_samples,hit_rate,directional,long_rate,short_rate,flat_rate
GBPJPY,0,2017-06-05,2018-10-24,2018-11-01,2020-05-26,278,283,0.3569,0.0187,0.424,0.3322,0.2438
GBPJPY,1,2017-06-05,2020-05-18,2020-05-27,2021-11-18,561,283,0.1943,-0.1868,0.0989,0.5442,0.3569
GBPJPY,2,2017-06-05,2021-11-03,2021-11-19,2023-04-20,844,283,0.3887,0.2475,0.1413,0.2155,0.6431
GBPJPY,3,2017-06-05,2023-04-06,2023-04-21,2024-10-14,1127,283,0.3534,0.098,0.1555,0.2049,0.6396
GBPJPY,4,2017-06-05,2024-09-26,2024-10-16,2026-05-12,1410,283,0.3922,-0.1549,0.2332,0.0177,0.7491
