symbol,direction,entry_ts,exit_ts,entry_price,exit_price,holding_calendar_days,holding_trading_days,signal_strength_entry,rank_at_entry,gross_return,net_return_10bps_side,net_return_15bps_side,cost_roundtrip_bps,mfe,mae,time_to_mfe_trading_days,time_to_mae_trading_days,max_intradrawdown_from_peak,exit_reason,profitable_net,regime_off_days_during_trade,cadence_label
CADCHF,LONG,2021-08-24,2021-09-10,0.724935,0.723395,17,15,0.02485,8,-0.002124,-0.004124,-0.005124,20.0,0.01357,-0.011544,13,4,-0.008626,rotated_out_top8,False,0,daily
EURUSD,SHORT,2021-09-09,2021-09-12,1.18228,1.1811,3,2,-0.02467,8,0.000998,-0.001002,-0.002002,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2021-09-09,2021-09-13,0.91651,0.92222,4,3,0.02806,6,0.00623,0.00423,0.00323,20.0,0.006285,-0.001702,1,2,0.0,rotated_out_top8,True,0,daily
EURGBP,SHORT,2021-09-13,2021-09-16,0.853446,0.852641,3,3,-0.02519,7,0.000943,-0.001057,-0.002057,20.0,0.0,0.0,0,0,-0.001534,rotated_out_top8,False,0,daily
USDCHF,LONG,2021-09-16,2021-09-17,0.92732,0.93223,1,1,0.02554,8,0.005295,0.003295,0.002295,20.0,0.000464,-0.008595,1,1,0.0,rotated_out_top8,True,0,daily
EURGBP,SHORT,2021-09-17,2021-09-19,0.854019,0.854364,2,1,-0.02538,8,-0.000404,-0.002404,-0.003404,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDCAD,SHORT,2021-06-30,2021-09-24,0.866867,0.886706,86,74,-0.02213,7,-0.022886,-0.024886,-0.025886,20.0,0.0,-0.039419,0,64,-0.042003,rotated_out_top8,False,2,daily
NZDUSD,SHORT,2021-09-07,2021-09-24,0.70958,0.70107,17,15,-0.03822,4,0.011993,0.009993,0.008993,20.0,0.008498,-0.001917,11,5,-0.010485,rotated_out_top8,True,0,daily
AUDCHF,SHORT,2021-09-10,2021-09-24,0.674958,0.671001,14,12,-0.03165,6,0.005862,0.003862,0.002862,20.0,0.0,-0.001163,0,8,-0.010634,rotated_out_top8,True,0,daily
EURGBP,SHORT,2021-09-24,2021-09-26,0.857254,0.857618,2,1,-0.02531,7,-0.000426,-0.002426,-0.003426,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDCAD,SHORT,2021-09-26,2021-09-27,0.887378,0.884604,1,1,-0.0232,8,0.003126,0.001126,0.000126,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
USDCAD,SHORT,2021-09-24,2021-09-28,1.26479,1.26763,4,3,-0.03649,4,-0.002245,-0.004245,-0.005245,20.0,0.0,0.0,0,0,-8.7e-05,rotated_out_top8,False,0,daily
CADCHF,LONG,2021-09-12,2021-09-29,0.724144,0.732558,17,15,0.02164,8,0.011619,0.009619,0.008619,20.0,0.020064,-0.008487,15,9,-0.014774,rotated_out_top8,True,0,daily
NZDCAD,SHORT,2021-09-28,2021-09-29,0.882093,0.876248,1,1,-0.02319,8,0.006626,0.004626,0.003626,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
AUDNZD,SHORT,2021-09-24,2021-09-30,1.035474,1.048252,6,5,-0.02524,8,-0.01234,-0.01434,-0.01534,20.0,0.0,0.0,0,0,-0.008921,rotated_out_top8,False,0,daily
AUDCHF,SHORT,2021-09-29,2021-10-10,0.670602,0.676743,11,9,-0.03024,4,-0.009156,-0.011156,-0.012156,20.0,0.0,-0.006157,0,9,-0.013024,rotated_out_top8,False,7,daily
EURGBP,SHORT,2021-09-27,2021-10-11,0.853646,0.850065,14,12,-0.02426,8,0.004194,0.002194,0.001194,20.0,0.003474,-0.002042,12,4,-0.012142,rotated_out_top8,True,7,daily
CADCHF,LONG,2021-09-30,2021-10-12,0.735175,0.745844,12,10,0.02666,7,0.014513,0.012513,0.011513,20.0,0.016579,-0.008947,8,2,-0.002028,rotated_out_top8,True,7,daily
NZDCAD,SHORT,2021-10-10,2021-10-12,0.863869,0.863668,2,2,-0.02603,8,0.000233,-0.001767,-0.002767,20.0,0.0,0.0,0,0,-0.002815,rotated_out_top8,False,0,daily
GBPCHF,LONG,2021-09-19,2021-10-13,1.279486,1.263055,24,21,0.02613,8,-0.012842,-0.014842,-0.015842,20.0,0.001765,-0.02739,1,10,-0.019597,rotated_out_top8,False,7,daily
EURGBP,SHORT,2021-10-12,2021-10-13,0.849288,0.848435,1,1,-0.02656,8,0.001004,-0.000996,-0.001996,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2021-10-11,2021-10-14,0.92755,0.92433,3,3,0.02782,6,-0.003472,-0.005472,-0.006472,20.0,0.004021,-0.004625,2,3,-0.006975,rotated_out_top8,False,0,daily
GBPCHF,LONG,2021-10-14,2021-10-15,1.263347,1.268769,1,1,0.02427,8,0.004292,0.002292,0.001292,20.0,0.004876,-0.006068,1,1,0.0,rotated_out_top8,True,0,daily
BTCUSD,LONG,2020-09-09,2021-10-18,10222.06,61943.01,404,404,0.1,1,5.059738,5.057738,5.056738,20.0,5.33475,-0.024796,218,1,-3.296665,sign_flip,True,105,daily
AUDCHF,SHORT,2021-10-12,2021-10-20,0.682231,0.690521,8,7,-0.02675,7,-0.012151,-0.014151,-0.015151,20.0,0.0,-0.002414,0,5,-0.011309,rotated_out_top8,False,0,daily
GBPUSD,SHORT,2021-10-20,2021-10-21,1.38214,1.37907,1,1,-0.02315,8,0.002221,0.000221,-0.000779,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
BTCUSD,SHORT,2021-10-18,2021-10-22,61943.01,60604.98,4,4,-0.1,1,0.021601,0.019601,0.018601,20.0,0.0,-0.023717,0,3,-0.065678,sign_flip,True,0,daily
GBPCHF,LONG,2021-10-21,2021-10-22,1.266138,1.260288,1,1,0.02307,8,-0.00462,-0.00662,-0.00762,20.0,0.00574,-0.002335,1,1,0.0,rotated_out_top8,False,0,daily
EURUSD,SHORT,2021-10-22,2021-10-24,1.16439,1.16386,2,1,-0.02454,8,0.000455,-0.001545,-0.002545,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
BTCUSD,LONG,2021-10-22,2021-10-24,60604.98,60783.71,2,2,0.1,1,0.002949,0.000949,-5.1e-05,20.0,0.050638,-0.01723,1,2,0.0,sign_flip,True,0,daily
GBPCHF,LONG,2021-10-24,2021-10-25,1.261393,1.266035,1,1,0.02325,8,0.003681,0.001681,0.000681,20.0,0.000469,-0.002318,1,1,0.0,rotated_out_top8,True,0,daily
BTCUSD,SHORT,2021-10-24,2021-10-25,60783.71,63072.93,1,1,-0.04839,2,-0.037662,-0.039662,-0.040662,20.0,0.0,0.0,0,0,0.0,sign_flip,False,0,daily
EURUSD,SHORT,2021-10-25,2021-10-26,1.16083,1.15958,1,1,-0.02454,8,0.001077,-0.000923,-0.001923,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
GBPCHF,LONG,2021-10-26,2021-10-27,1.265967,1.260712,1,1,0.02329,8,-0.004151,-0.006151,-0.007151,20.0,0.007781,-0.001777,1,1,0.0,rotated_out_top8,False,0,daily
AUDCHF,SHORT,2021-10-27,2021-10-28,0.688542,0.686532,1,1,-0.03236,7,0.002921,0.000921,-7.9e-05,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
BTCUSD,LONG,2021-10-25,2021-10-29,63072.93,62263.23,4,4,0.1,1,-0.012838,-0.014838,-0.015838,20.0,0.009423,-0.087324,1,4,-0.07407,sign_flip,False,0,daily
GBPUSD,SHORT,2021-10-28,2021-10-29,1.3798,1.36917,1,1,-0.02562,8,0.007704,0.005704,0.004704,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
USDCHF,LONG,2021-10-15,2021-11-01,0.92311,0.90935,17,14,0.02727,8,-0.014906,-0.016906,-0.017906,20.0,0.004517,-0.014007,3,13,-0.012815,rotated_out_top8,False,0,daily
BTCUSD,SHORT,2021-10-29,2021-11-01,62263.23,60874.02,3,3,-0.1,1,0.022312,0.020312,0.019312,20.0,0.0,0.0,0,0,0.0,sign_flip,True,0,daily
CADCHF,LONG,2021-10-13,2021-11-03,0.742933,0.736243,21,18,0.03618,6,-0.009005,-0.011005,-0.012005,20.0,0.011885,-0.015238,7,18,-0.016447,rotated_out_top8,False,0,daily
NZDCHF,SHORT,2021-11-03,2021-11-04,0.653849,0.648665,1,1,-0.02942,7,0.007928,0.005928,0.004928,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
AUDCHF,SHORT,2021-10-29,2021-11-05,0.688385,0.675049,7,6,-0.02875,8,0.019372,0.017372,0.016372,20.0,0.007672,0.0,6,0,-0.000636,rotated_out_top8,True,0,daily
USDCAD,SHORT,2021-11-05,2021-11-07,1.24547,1.24505,2,1,-0.02812,7,0.000337,-0.001663,-0.002663,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
EURGBP,SHORT,2021-11-07,2021-11-08,0.857509,0.854333,1,1,-0.02499,8,0.003704,0.001704,0.000704,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
NZDUSD,SHORT,2021-09-29,2021-11-09,0.68707,0.71227,41,35,-0.02833,5,-0.036677,-0.038677,-0.039677,20.0,0.0,-0.042106,0,29,-0.047535,rotated_out_top8,False,7,daily
EURGBP,SHORT,2021-11-09,2021-11-10,0.855022,0.856356,1,1,-0.01893,8,-0.00156,-0.00356,-0.00456,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
CADCHF,LONG,2021-11-04,2021-11-11,0.732891,0.731818,7,6,0.03153,6,-0.001463,-0.003463,-0.004463,20.0,0.011864,-0.006019,6,6,-0.002115,rotated_out_top8,False,0,daily
EURUSD,SHORT,2021-11-01,2021-11-12,1.1599,1.1443,11,10,-0.02514,8,0.013449,0.011449,0.010449,20.0,0.009647,0.0,10,0,-0.003319,rotated_out_top8,True,0,daily
USDCAD,SHORT,2021-11-12,2021-11-14,1.25482,1.25451,2,1,-0.0212,7,0.000247,-0.001753,-0.002753,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDCAD,SHORT,2021-10-13,2021-11-15,0.867068,0.881223,33,28,-0.03632,5,-0.016325,-0.018325,-0.019325,20.0,0.0,-0.020082,0,16,-0.027557,rotated_out_top8,False,0,daily
EURUSD,SHORT,2021-11-14,2021-11-15,1.14409,1.13665,1,1,-0.01962,8,0.006503,0.004503,0.003503,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
USDCAD,SHORT,2021-11-15,2021-11-16,1.2514,1.25651,1,1,-0.0231,6,-0.004083,-0.006083,-0.007083,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDUSD,LONG,2021-11-15,2021-11-16,0.70419,0.69887,1,1,0.02155,8,-0.007555,-0.009555,-0.010555,20.0,0.00541,-0.001519,1,1,0.0,rotated_out_top8,False,0,daily
AUDNZD,SHORT,2021-11-11,2021-11-17,1.038624,1.037962,6,5,-0.01822,8,0.000638,-0.001362,-0.002362,20.0,0.0,-0.000721,0,3,-0.005754,rotated_out_top8,False,0,daily
NZDCAD,SHORT,2021-11-16,2021-11-18,0.878137,0.887309,2,2,-0.01786,7,-0.010444,-0.012444,-0.013444,20.0,0.0,0.0,0,0,-0.005486,rotated_out_top8,False,0,daily
AUDNZD,SHORT,2021-11-18,2021-11-19,1.033436,1.033778,1,1,-0.02213,7,-0.000331,-0.002331,-0.003331,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDUSD,LONG,2021-11-19,2021-11-22,0.69957,0.69477,3,2,0.02238,8,-0.006861,-0.008861,-0.009861,20.0,0.00709,-0.001315,1,2,-0.000958,rotated_out_top8,False,0,daily
EURCHF,SHORT,2021-11-10,2021-11-24,1.054252,1.046338,14,12,-0.02646,7,0.007507,0.005507,0.004507,20.0,0.004888,0.0,10,0,-0.001876,rotated_out_top8,True,0,daily
EURUSD,SHORT,2021-11-16,2021-11-25,1.13176,1.12086,9,8,-0.02319,6,0.009631,0.007631,0.006631,20.0,0.00554,0.0,8,0,-0.004436,rotated_out_top8,True,0,daily
NZDCHF,SHORT,2021-11-24,2021-11-25,0.641987,0.639884,1,1,-0.0261,7,0.003276,0.001276,0.000276,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
BTCUSD,LONG,2021-11-01,2021-12-20,60874.02,46878.13,49,49,0.1,1,-0.229916,-0.231916,-0.232916,20.0,0.133221,-0.311066,10,34,-0.351688,sign_flip,False,24,daily
AUDNZD,SHORT,2021-11-22,2021-12-20,1.040114,1.059214,28,24,-0.01798,8,-0.018363,-0.020363,-0.021363,20.0,0.0,-0.014228,0,24,-0.019835,rotated_out_top8,False,20,daily
EURCHF,SHORT,2021-11-25,2021-12-20,1.048307,1.039392,25,21,-0.02355,7,0.008504,0.006504,0.005504,20.0,0.008773,0.0,9,0,-0.006056,rotated_out_top8,True,20,daily
GBPCHF,SHORT,2021-11-17,2021-12-23,1.252397,1.231746,36,31,-0.02905,5,0.016489,0.014489,0.013489,20.0,0.028553,0.0,16,0,-0.010328,rotated_out_top8,True,22,daily
GBPUSD,SHORT,2021-11-25,2021-12-23,1.33113,1.34053,28,24,-0.02253,8,-0.007062,-0.009062,-0.010062,20.0,0.006566,-0.001052,13,3,-0.010653,rotated_out_top8,False,22,daily
NZDCHF,SHORT,2021-12-23,2021-12-27,0.625884,0.624994,4,3,-0.04045,4,0.001421,-0.000579,-0.001579,20.0,0.0,0.0,0,0,-0.000824,rotated_out_top8,False,0,daily
USDCAD,LONG,2021-12-20,2021-12-28,1.29356,1.28145,8,7,0.03169,5,-0.009362,-0.011362,-0.012362,20.0,0.002126,-0.012245,1,7,-0.011457,rotated_out_top8,False,2,daily
GBPUSD,SHORT,2021-12-27,2021-12-28,1.3441,1.34327,1,1,-0.03107,8,0.000618,-0.001382,-0.002382,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2021-12-28,2021-12-29,0.91711,0.91387,1,1,0.03282,8,-0.003533,-0.005533,-0.006533,20.0,0.002072,-0.001341,1,1,0.0,rotated_out_top8,False,0,daily
CADCHF,LONG,2021-12-28,2021-12-29,0.715681,0.71495,1,1,0.03866,4,-0.001023,-0.003023,-0.004023,20.0,0.004651,-0.002649,1,1,0.0,rotated_out_top8,False,0,daily
NZDCHF,SHORT,2021-12-29,2021-12-30,0.624904,0.624011,1,1,-0.03041,8,0.001429,-0.000571,-0.001571,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2021-12-30,2021-12-31,0.91386,0.91172,1,1,0.02962,8,-0.002342,-0.004342,-0.005342,20.0,0.004618,-0.00104,1,1,0.0,rotated_out_top8,False,0,daily
BTCUSD,SHORT,2021-12-20,2022-01-01,46878.13,47706.75,12,12,-0.1,1,-0.017676,-0.019676,-0.020676,20.0,0.0,-0.075462,0,8,-0.083242,sign_flip,False,2,daily
AUDCAD,SHORT,2021-07-19,2022-01-03,0.935316,0.917433,168,144,-0.01826,8,0.01912,0.01712,0.01612,20.0,0.036858,0.0,120,0,-0.030834,rotated_out_top8,True,29,daily
BTCUSD,LONG,2022-01-01,2022-01-03,47706.75,46404.62,2,2,0.04839,3,-0.027294,-0.029294,-0.030294,20.0,0.004782,-0.033086,2,1,-0.009021,sign_flip,False,0,daily
USDCHF,LONG,2022-01-03,2022-01-09,0.91834,0.91884,6,5,0.02508,8,0.000544,-0.001456,-0.002456,20.0,0.005281,-0.007405,5,1,-0.003289,rotated_out_top8,False,0,daily
CADCHF,SHORT,2022-01-09,2022-01-10,0.726545,0.732081,1,1,-0.02532,8,-0.007619,-0.009619,-0.010619,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2022-01-10,2022-01-11,0.92718,0.92348,1,1,0.0293,8,-0.003991,-0.005991,-0.006991,20.0,0.000313,-0.009319,1,1,0.0,rotated_out_top8,False,0,daily
CADCHF,SHORT,2022-01-11,2022-01-14,0.734284,0.728352,3,3,-0.03042,8,0.008079,0.006079,0.005079,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
NZDCHF,SHORT,2021-12-31,2022-01-19,0.623981,0.620642,19,16,-0.03445,7,0.005352,0.003352,0.002352,20.0,0.001876,0.0,8,0,-0.010128,rotated_out_top8,True,0,daily
USDCHF,LONG,2022-01-14,2022-01-19,0.9139,0.91559,5,4,0.03551,8,0.001849,-0.000151,-0.001151,20.0,0.004344,-0.004913,4,1,-0.000536,rotated_out_top8,False,0,daily
NZDCAD,LONG,2022-01-19,2022-01-20,0.847996,0.843586,1,1,0.03228,8,-0.005201,-0.007201,-0.008201,20.0,0.005904,-0.007049,1,1,0.0,rotated_out_top8,False,0,daily
CADCHF,SHORT,2022-01-19,2022-01-20,0.731892,0.733543,1,1,-0.04409,5,-0.002256,-0.004256,-0.005256,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
BTCUSD,SHORT,2022-01-03,2022-01-22,46404.62,35043.72,19,19,-0.1,1,0.244823,0.242823,0.241823,20.0,0.114281,0.0,19,0,-0.051291,sign_flip,True,0,daily
USDCHF,LONG,2022-01-20,2022-01-23,0.9169,0.91258,3,2,0.03103,8,-0.004712,-0.006712,-0.007712,20.0,0.001309,-0.00674,1,2,-0.005431,rotated_out_top8,False,0,daily
CADCHF,SHORT,2022-01-23,2022-01-25,0.72653,0.727521,2,2,-0.03668,8,-0.001364,-0.003364,-0.004364,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2022-01-25,2022-01-26,0.91787,0.92395,1,1,0.03161,7,0.006624,0.004624,0.003624,20.0,0.002658,-0.004173,1,1,0.0,rotated_out_top8,True,0,daily
NZDCHF,SHORT,2022-01-20,2022-01-27,0.618807,0.612843,7,6,-0.03611,7,0.009638,0.007638,0.006638,20.0,0.008811,0.0,3,0,-0.005121,rotated_out_top8,True,0,daily
CADCHF,SHORT,2022-01-26,2022-01-27,0.730078,0.7304,1,1,-0.03023,8,-0.000442,-0.002442,-0.003442,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
GBPUSD,SHORT,2022-01-27,2022-01-28,1.33867,1.33969,1,1,-0.02707,8,-0.000762,-0.002762,-0.003762,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDCHF,SHORT,2022-01-28,2022-01-31,0.609087,0.609649,3,2,-0.02722,8,-0.000923,-0.002923,-0.003923,20.0,0.0,0.0,0,0,-0.001334,rotated_out_top8,False,0,daily
GBPUSD,SHORT,2022-01-31,2022-02-01,1.34443,1.3524,1,1,-0.02418,8,-0.005928,-0.007928,-0.008928,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
USDCHF,LONG,2022-01-27,2022-02-02,0.93099,0.91901,6,5,0.03406,7,-0.012868,-0.014868,-0.015868,20.0,0.003512,-0.011418,4,5,-0.010849,rotated_out_top8,False,0,daily
EURCHF,SHORT,2022-02-01,2022-02-10,1.03824,1.0564,9,8,-0.02483,8,-0.017491,-0.019491,-0.020491,20.0,0.0,-0.019827,0,5,-0.020773,rotated_out_top8,False,5,daily
NZDCHF,SHORT,2022-02-02,2022-02-15,0.607493,0.614348,13,11,-0.03207,7,-0.011284,-0.013284,-0.014284,20.0,0.0,-0.010394,0,8,-0.015923,rotated_out_top8,False,5,daily
BTCUSD,LONG,2022-01-22,2022-02-16,35043.72,43886.21,25,25,0.1,1,0.252327,0.250327,0.249327,20.0,0.306989,-0.060434,20,3,-0.068266,rotated_out_top8,True,6,daily
EURCHF,SHORT,2022-02-15,2022-02-17,1.050851,1.045167,2,2,-0.03255,8,0.005408,0.003408,0.002408,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
NZDCHF,SHORT,2022-02-16,2022-02-17,0.615717,0.615166,1,1,-0.02917,8,0.000896,-0.001104,-0.002104,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
GBPUSD,SHORT,2022-02-17,2022-02-18,1.36141,1.35907,1,1,-0.02853,8,0.001719,-0.000281,-0.001281,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
BTCUSD,LONG,2022-02-17,2022-02-20,40516.64,38381.35,3,3,0.1,1,-0.052702,-0.054702,-0.055702,20.0,0.090726,-0.026598,1,2,-0.013585,rotated_out_top8,False,0,daily
NZDCHF,SHORT,2022-02-18,2022-02-20,0.616608,0.615896,2,1,-0.03225,8,0.001154,-0.000846,-0.001846,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
GBPUSD,SHORT,2022-02-20,2022-02-21,1.35909,1.35941,1,1,-0.02679,8,-0.000235,-0.002235,-0.003235,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
AUDCAD,SHORT,2022-02-20,2022-02-21,0.914731,0.916359,1,1,-0.03054,7,-0.00178,-0.00378,-0.00478,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
NZDCHF,SHORT,2022-02-21,2022-02-22,0.613072,0.621107,1,1,-0.03353,8,-0.013105,-0.015105,-0.016105,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
EURCHF,SHORT,2022-02-22,2022-02-23,1.043942,1.037211,1,1,-0.03577,8,0.006447,0.004447,0.003447,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,True,0,daily
USDCHF,LONG,2022-02-10,2022-02-24,0.92579,0.92574,14,12,0.03368,7,-5.4e-05,-0.002054,-0.003054,20.0,0.004159,-0.011677,1,10,-0.010748,rotated_out_top8,False,0,daily
USDCAD,LONG,2021-12-29,2022-02-25,1.27823,1.26996,58,50,0.03308,7,-0.00647,-0.00847,-0.00947,20.0,0.007393,-0.026083,50,19,-0.022336,rotated_out_top8,False,5,daily
BTCUSD,SHORT,2022-02-21,2022-02-25,37033.3,39225.74,4,4,-0.1,1,-0.059202,-0.061202,-0.062202,20.0,0.0,-0.000561,0,3,-0.035234,sign_flip,False,0,daily
AUDUSD,SHORT,2021-08-19,2022-04-11,0.71455,0.7414,235,201,-0.03614,7,-0.037576,-0.039576,-0.040576,20.0,0.020866,-0.054566,141,197,-0.082905,rotated_out_top8,False,70,daily
AUDCHF,SHORT,2021-11-08,2022-04-11,0.677154,0.69057,154,132,-0.04091,3,-0.019811,-0.021811,-0.022811,20.0,0.047735,-0.030319,24,120,-0.092794,sign_flip,False,63,daily
NZDUSD,SHORT,2021-12-23,2022-04-11,0.68116,0.68166,109,93,-0.02966,8,-0.000734,-0.002734,-0.003734,20.0,0.036717,-0.019349,33,80,-0.063436,rotated_out_top8,False,41,daily
NZDCHF,SHORT,2022-02-23,2022-04-11,0.621051,0.634925,47,40,-0.04202,5,-0.02234,-0.02434,-0.02534,20.0,0.000309,-0.039359,4,28,-0.049687,rotated_out_top8,False,36,daily
AUDCAD,SHORT,2022-02-25,2022-04-11,0.918219,0.937055,45,38,-0.0319,7,-0.020514,-0.022514,-0.023514,20.0,0.001299,-0.019725,2,32,-0.033156,rotated_out_top8,False,36,daily
GBPCHF,SHORT,2022-04-11,2022-04-12,1.212949,1.212527,1,1,-0.01987,8,0.000348,-0.001652,-0.002652,20.0,0.0,0.0,0,0,0.0,rotated_out_top8,False,0,daily
CADCHF,LONG,2022-04-11,2022-04-12,0.736957,0.738148,1,1,0.0199,7,0.001616,-0.000384,-0.001384,20.0,0.011471,-0.001585,1,1,0.0,rotated_out_top8,False,0,daily
BTCUSD,LONG,2022-02-25,2022-04-16,39225.74,40361.12,50,50,0.1,1,0.028945,0.026945,0.025945,20.0,0.229109,-0.057317,32,3,-0.20265,rotated_out_top8,True,45,daily
USDCHF,LONG,2022-04-11,2022-04-17,0.93144,0.9424,6,5,0.02219,6,0.011767,0.009767,0.008767,20.0,0.013356,-0.003049,5,2,-0.000333,rotated_out_top8,True,3,daily
NZDUSD,SHORT,2022-04-12,2022-04-17,0.68548,0.67595,5,4,-0.0184,8,0.013903,0.011903,0.010903,20.0,0.010037,0.0,4,0,0.0,rotated_out_top8,True,3,daily
EURGBP,SHORT,2022-04-12,2022-04-18,0.832655,0.828742,6,5,-0.0206,6,0.004699,0.002699,0.001699,20.0,0.003877,0.0,5,0,0.0,rotated_out_top8,True,3,daily
AUDUSD,LONG,2022-04-17,2022-09-04,0.73958,0.67876,140,120,0.02532,6,-0.082236,-0.084236,-0.085236,20.0,0.008316,-0.096649,5,77,-0.096203,rotated_out_top8,False,118,daily
BTCUSD,LONG,2022-04-17,2022-09-04,39671.3,20006.7,140,140,0.1,1,-0.495688,-0.497688,-0.498688,20.0,0.082942,-0.556848,5,63,-0.567815,sign_flip,False,138,daily
NZDCAD,SHORT,2022-04-18,2022-09-04,0.84842,0.799404,139,119,-0.02022,8,0.057774,0.055774,0.054774,20.0,0.056063,0.0,114,0,-0.035465,rotated_out_top8,True,118,daily
AUDCHF,LONG,2022-04-11,2022-09-05,0.69057,0.666448,147,126,0.03736,3,-0.03493,-0.03693,-0.03793,20.0,0.040477,-0.065049,22,71,-0.077339,rotated_out_top8,False,121,daily
GBPCHF,SHORT,2022-04-17,2022-09-05,1.230435,1.131597,141,121,-0.02166,7,0.080328,0.078328,0.077328,20.0,0.081744,-0.000823,121,5,-0.024388,rotated_out_top8,True,118,daily
USDCAD,LONG,2022-09-05,2022-09-06,1.31293,1.31547,1,1,0.02134,8,0.001935,-6.5e-05,-0.001065,20.0,0.003336,-0.000373,1,1,0.0,rotated_out_top8,False,0,daily
EURCHF,SHORT,2022-02-24,2022-09-08,1.035903,0.969561,196,168,-0.03338,8,0.064043,0.062043,0.061043,20.0,0.070507,-0.006323,153,65,-0.04675,rotated_out_top8,True,158,daily
AUDCHF,LONG,2022-09-06,2022-09-08,0.662354,0.655175,2,2,0.02484,7,-0.010838,-0.012838,-0.013838,20.0,0.017116,-0.013045,1,2,-0.004462,rotated_out_top8,False,1,daily
EURUSD,SHORT,2021-12-20,2022-12-13,1.12769,1.06241,358,307,-0.04603,4,0.057888,0.055888,0.054888,20.0,0.14245,-0.015448,242,42,-0.08513,rotated_out_top8,True,246,daily
USDCHF,LONG,2022-09-04,2022-12-13,0.98329,0.92902,100,86,0.02682,6,-0.055192,-0.057192,-0.058192,20.0,0.031984,-0.052996,42,84,-0.080098,rotated_out_top8,False,82,daily
CADCHF,LONG,2022-09-04,2022-12-13,0.748227,0.685376,100,86,0.02782,4,-0.084,-0.086,-0.087,20.0,0.006398,-0.090997,3,84,-0.085483,rotated_out_top8,False,82,daily
NZDCAD,SHORT,2022-09-08,2022-12-13,0.793855,0.874535,96,82,-0.03165,6,-0.101631,-0.103631,-0.104631,20.0,0.028719,-0.096438,27,81,-0.135306,rotated_out_top8,False,81,daily
GBPUSD,SHORT,2022-04-11,2023-01-09,1.30223,1.21834,273,234,-0.0344,5,0.06442,0.06242,0.06142,20.0,0.167774,-0.001866,146,6,-0.129954,rotated_out_top8,True,224,daily
NZDUSD,SHORT,2022-09-05,2023-01-09,0.61032,0.63678,126,108,-0.0355,4,-0.043354,-0.045354,-0.046354,20.0,0.086397,-0.048991,36,87,-0.146366,rotated_out_top8,False,103,daily
AUDUSD,SHORT,2022-12-13,2023-02-12,0.68409,0.69114,61,52,-0.12278,1,-0.010306,-0.012306,-0.013306,20.0,0.020041,-0.036633,5,41,-0.06888,rotated_out_top8,False,47,daily
BTCUSD,SHORT,2022-09-04,2023-02-23,20006.7,23931.76,172,172,-0.1,1,-0.196187,-0.198187,-0.199187,20.0,0.186419,-0.220548,79,168,-0.452398,sign_flip,False,162,daily
