symbol,direction,entry_ts,exit_ts,entry_price,exit_price,holding_calendar_days,holding_trading_days,signal_strength_entry,rank_at_entry,gross_return,net_return_10bps_side,net_return_15bps_side,cost_roundtrip_bps,mfe,mae,time_to_mfe_trading_days,time_to_mae_trading_days,max_intradrawdown_from_peak,exit_reason,profitable_net,regime_off_days_during_trade,cadence_label
GBPCHF,SHORT,2022-04-11,2023-04-16,1.212949,1.10967,370,317,-0.01987,8,0.085147,0.083147,0.082147,20.0,0.121229,-0.015251,144,10,-0.080706,rotated_out_top8,True,57,weekly
NZDCAD,LONG,2023-04-16,2023-04-21,0.828742,0.831013,5,5,0.03652,8,0.00274,0.00074,-0.00026,20.0,0.011832,-0.008214,4,2,-0.002659,rotated_out_top8,True,0,weekly
NZDUSD,SHORT,2023-04-21,2023-04-26,0.61381,0.61194,5,4,-0.04137,6,0.003047,0.001047,4.7e-05,20.0,0.0,0.0,0,0,-0.005898,rotated_out_top8,True,0,weekly
NZDCAD,LONG,2023-04-26,2023-05-01,0.83408,0.835191,5,4,0.03718,8,0.001332,-0.000668,-0.001668,20.0,0.013733,-0.006337,3,3,-0.000628,rotated_out_top8,False,0,weekly
AUDUSD,SHORT,2023-04-11,2023-05-26,0.66523,0.65174,45,39,-0.04501,6,0.020279,0.018279,0.017279,20.0,0.01631,-0.01407,39,25,-0.025991,rotated_out_top8,True,3,weekly
NZDCHF,SHORT,2023-03-07,2023-05-31,0.575674,0.547993,85,73,-0.0372,8,0.048084,0.046084,0.045084,20.0,0.047747,-0.006979,41,11,-0.037006,rotated_out_top8,True,8,weekly
NZDCAD,LONG,2023-05-26,2023-05-31,0.823006,0.816985,5,4,0.03567,8,-0.007315,-0.009315,-0.010315,20.0,0.01134,-0.006971,1,4,-0.002269,rotated_out_top8,False,0,weekly
NZDUSD,LONG,2023-05-31,2023-06-15,0.60223,0.62335,15,13,0.04447,7,0.03507,0.03307,0.03207,20.0,0.035402,-0.006277,13,1,-0.00621,rotated_out_top8,True,0,weekly
EURUSD,LONG,2023-04-11,2023-06-20,1.09158,1.09194,70,60,0.03938,7,0.00033,-0.00167,-0.00267,20.0,0.016398,-0.025733,14,44,-0.034363,rotated_out_top8,False,3,weekly
AUDNZD,SHORT,2023-05-31,2023-06-25,1.080235,1.086706,25,21,-0.03996,8,-0.00599,-0.00799,-0.00899,20.0,0.0,-0.019428,0,16,-0.02261,rotated_out_top8,False,0,weekly
AUDUSD,LONG,2023-06-25,2023-07-05,0.66802,0.66543,10,9,0.04038,7,-0.003877,-0.005877,-0.006877,20.0,0.005973,-0.013054,3,4,-0.01247,rotated_out_top8,False,0,weekly
EURUSD,LONG,2023-07-05,2023-07-10,1.08547,1.10049,5,4,0.04111,8,0.013837,0.011837,0.010837,20.0,0.01088,-0.001971,3,2,-0.000184,rotated_out_top8,True,0,weekly
NZDUSD,LONG,2023-06-20,2023-07-20,0.61656,0.62297,30,26,0.03893,7,0.010396,0.008396,0.007396,20.0,0.039801,-0.018814,22,9,-0.02295,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2023-07-10,2023-07-20,0.6676,0.67776,10,9,0.04527,7,0.015219,0.013219,0.012219,20.0,0.032699,-0.007939,5,1,-0.017585,sign_flip,True,0,weekly
AUDNZD,SHORT,2023-07-20,2023-07-25,1.08795,1.092078,5,4,-0.03247,7,-0.003795,-0.005795,-0.006795,20.0,0.0,-0.001232,0,3,-0.003087,rotated_out_top8,False,0,weekly
GBPUSD,LONG,2023-05-01,2023-08-09,1.24842,1.27191,100,86,0.0311,8,0.018816,0.016816,0.015816,20.0,0.052675,-0.014138,65,22,-0.033058,rotated_out_top8,True,5,weekly
AUDUSD,SHORT,2023-07-20,2023-08-09,0.67776,0.65345,20,17,-0.03201,8,0.035868,0.033868,0.032868,20.0,0.030925,0.0,13,0,-0.010136,rotated_out_top8,True,2,weekly
CADCHF,SHORT,2023-01-11,2023-08-24,0.693267,0.651563,225,193,-0.0477,7,0.060157,0.058157,0.057157,20.0,0.05992,0.0,190,0,-0.047616,rotated_out_top8,True,17,weekly
AUDCAD,SHORT,2023-07-25,2023-08-29,0.894922,0.877934,35,30,-0.03627,8,0.018983,0.016983,0.015983,20.0,0.029018,0.0,23,0,-0.009689,rotated_out_top8,True,2,weekly
USDCHF,SHORT,2023-03-02,2023-09-08,0.94195,0.89294,190,163,-0.05824,5,0.05203,0.05003,0.04903,20.0,0.086268,0.0,119,0,-0.037104,rotated_out_top8,True,10,weekly
NZDCAD,SHORT,2023-08-09,2023-09-13,0.81317,0.80211,35,30,-0.04109,6,0.013601,0.011601,0.010601,20.0,0.012208,0.0,10,0,-0.007999,rotated_out_top8,True,0,weekly
USDCHF,SHORT,2023-09-13,2023-09-18,0.89344,0.89727,5,4,-0.03613,7,-0.004287,-0.006287,-0.007287,20.0,0.0,-0.001657,0,4,-0.004746,rotated_out_top8,False,0,weekly
CADCHF,SHORT,2023-08-29,2023-10-13,0.648257,0.660813,45,39,-0.03423,8,-0.019368,-0.021368,-0.022368,20.0,0.0,-0.043472,0,27,-0.052166,rotated_out_top8,False,0,weekly
EURCHF,SHORT,2023-10-13,2023-10-18,0.948143,0.947068,5,4,-0.02143,8,0.001133,-0.000867,-0.001867,20.0,0.0,0.0,0,0,-0.003658,rotated_out_top8,False,0,weekly
EURUSD,SHORT,2023-10-18,2023-10-23,1.05375,1.06695,5,4,-0.0229,8,-0.012527,-0.014527,-0.015527,20.0,0.0,-0.004688,0,4,-0.005305,rotated_out_top8,False,0,weekly
CADCHF,SHORT,2023-10-23,2023-11-17,0.650787,0.645667,25,22,-0.02866,8,0.007867,0.005867,0.004867,20.0,0.000137,-0.007249,22,12,-0.014578,rotated_out_top8,True,0,weekly
USDCHF,SHORT,2023-11-17,2023-11-22,0.88561,0.88407,5,4,-0.0256,8,0.001739,-0.000261,-0.001261,20.0,0.000926,0.0,4,0,-0.000203,rotated_out_top8,False,0,weekly
AUDCAD,SHORT,2023-09-08,2023-12-07,0.869633,0.896371,90,77,-0.0383,7,-0.030747,-0.032747,-0.033747,20.0,0.00899,-0.031239,32,74,-0.052693,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2023-08-09,2023-12-27,0.60602,0.63464,140,119,-0.03135,8,-0.047226,-0.049226,-0.050226,20.0,0.040791,-0.038563,70,119,-0.088677,rotated_out_top8,False,2,weekly
NZDCAD,SHORT,2023-09-18,2023-12-27,0.798296,0.83801,100,85,-0.02897,7,-0.049749,-0.051749,-0.052749,20.0,0.0,-0.042977,0,66,-0.049726,rotated_out_top8,False,2,weekly
CADCHF,SHORT,2023-11-22,2024-01-01,0.645702,0.63561,40,32,-0.03368,7,0.01563,0.01363,0.01263,20.0,0.008582,-0.004981,32,22,-0.012196,rotated_out_top8,True,2,weekly
USDCHF,SHORT,2023-12-07,2024-01-01,0.87546,0.84095,25,19,-0.02758,8,0.039419,0.037419,0.036419,20.0,0.036461,-0.003153,19,3,-0.005163,rotated_out_top8,True,2,weekly
AUDUSD,SHORT,2023-08-24,2024-01-11,0.64121,0.66979,140,118,-0.03202,8,-0.044572,-0.046572,-0.047572,20.0,0.015814,-0.063895,45,108,-0.087117,sign_flip,False,2,weekly
EURUSD,SHORT,2023-12-27,2024-01-11,1.11077,1.09818,15,12,-0.02749,8,0.011334,0.009334,0.008334,20.0,0.014693,0.0,9,0,-0.004339,rotated_out_top8,True,0,weekly
AUDCAD,SHORT,2024-01-01,2024-01-11,0.900144,0.896038,10,9,-0.02355,8,0.004561,0.002561,0.001561,20.0,0.003146,0.0,6,0,-0.001903,rotated_out_top8,True,0,weekly
EURGBP,SHORT,2024-01-01,2024-01-11,0.867261,0.85945,10,9,-0.02817,7,0.009005,0.007005,0.006005,20.0,0.006431,0.0,6,0,-0.001967,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2024-01-11,2024-01-16,0.66979,0.65879,5,4,0.0337,7,-0.016423,-0.018423,-0.019423,20.0,0.004494,-0.007674,2,1,-0.007226,rotated_out_top8,False,0,weekly
NZDCAD,SHORT,2024-01-11,2024-01-21,0.834875,0.821247,10,8,-0.0247,8,0.016323,0.014323,0.013323,20.0,0.009444,0.0,8,0,-0.001927,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2024-01-21,2024-01-26,0.65927,0.65758,5,5,0.02551,8,-0.002563,-0.004563,-0.005563,20.0,0.004156,-0.00631,4,3,-0.003458,rotated_out_top8,False,0,weekly
NZDCAD,SHORT,2024-01-26,2024-01-31,0.819264,0.820815,5,4,-0.02357,8,-0.001893,-0.003893,-0.004893,20.0,0.0,0.0,0,0,-0.004,rotated_out_top8,False,0,weekly
USDCAD,SHORT,2024-01-31,2024-02-15,1.34311,1.34656,15,13,-0.02225,8,-0.002569,-0.004569,-0.005569,20.0,0.0,-0.007356,0,13,-0.013513,rotated_out_top8,False,0,weekly
EURCHF,SHORT,2023-12-27,2024-02-25,0.935779,0.953007,60,50,-0.03829,6,-0.01841,-0.02041,-0.02141,20.0,0.007471,-0.014489,4,50,-0.027603,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2024-02-25,2024-03-01,0.61829,0.61058,5,5,-0.02621,8,0.01247,0.01047,0.00947,20.0,0.011645,0.0,5,0,-0.000485,rotated_out_top8,True,0,weekly
NZDCHF,SHORT,2023-06-15,2024-03-06,0.555885,0.540224,265,225,-0.04119,7,0.028173,0.026173,0.025173,20.0,0.062903,0.0,111,0,-0.051197,rotated_out_top8,True,4,weekly
EURUSD,SHORT,2024-03-06,2024-03-11,1.08979,1.09302,5,4,-0.02117,8,-0.002964,-0.004964,-0.005964,20.0,0.0,-0.003212,0,4,-0.004762,rotated_out_top8,False,0,weekly
GBPCHF,SHORT,2024-01-11,2024-03-21,1.087408,1.136569,70,60,-0.03382,6,-0.04521,-0.04721,-0.04821,20.0,0.0,-0.033349,0,51,-0.043309,rotated_out_top8,False,0,weekly
USDCHF,SHORT,2024-01-11,2024-03-21,0.85102,0.89775,70,60,-0.05279,2,-0.054911,-0.056911,-0.057911,20.0,0.0,-0.041891,0,59,-0.0441,rotated_out_top8,False,0,weekly
CADCHF,SHORT,2024-01-16,2024-03-21,0.638623,0.663678,65,56,-0.02742,7,-0.039231,-0.041231,-0.042231,20.0,0.0,-0.020786,0,26,-0.03023,rotated_out_top8,False,0,weekly
EURCHF,SHORT,2024-03-01,2024-03-21,0.957324,0.975091,20,17,-0.02931,7,-0.018559,-0.020559,-0.021559,20.0,0.0,-0.003469,0,16,-0.011909,rotated_out_top8,False,0,weekly
NZDCAD,SHORT,2024-03-21,2024-03-26,0.817674,0.81564,5,4,-0.02334,8,0.002487,0.000487,-0.000513,20.0,0.0022,0.0,3,0,0.0,rotated_out_top8,True,0,weekly
NZDCHF,SHORT,2024-03-11,2024-03-31,0.541196,0.539814,20,17,-0.03071,6,0.002553,0.000553,-0.000447,20.0,0.006307,0.0,6,0,-0.009954,rotated_out_top8,True,0,weekly
GBPUSD,SHORT,2024-03-21,2024-03-31,1.26602,1.26354,10,8,-0.0375,5,0.001959,-4.1e-05,-0.001041,20.0,0.004795,0.0,3,0,-0.003081,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2024-03-21,2024-03-31,0.60448,0.59843,10,8,-0.06236,2,0.010009,0.008009,0.007009,20.0,0.009794,0.0,8,0,-0.002895,rotated_out_top8,True,0,weekly
AUDCAD,SHORT,2024-03-26,2024-03-31,0.88786,0.883189,5,4,-0.02256,8,0.005261,0.003261,0.002261,20.0,0.002992,0.0,4,0,0.0,rotated_out_top8,True,0,weekly
NZDCAD,LONG,2024-03-31,2024-04-05,0.809209,0.81682,5,5,0.02533,6,0.009405,0.007405,0.006405,20.0,0.012892,-0.008214,5,2,-0.001796,rotated_out_top8,True,0,weekly
EURCHF,SHORT,2024-03-31,2024-04-05,0.973429,0.977418,5,5,-0.02221,8,-0.004098,-0.006098,-0.007098,20.0,0.0,-0.002421,0,5,-0.00704,rotated_out_top8,False,0,weekly
AUDNZD,SHORT,2024-03-31,2024-04-05,1.091423,1.09443,5,5,-0.02498,7,-0.002756,-0.004756,-0.005756,20.0,0.0,0.0,0,0,-0.002842,rotated_out_top8,False,0,weekly
AUDCHF,SHORT,2023-01-11,2024-04-10,0.64314,0.594093,455,388,-0.07232,2,0.076262,0.074262,0.073262,20.0,0.121933,-0.014459,244,16,-0.055886,sign_flip,True,19,weekly
USDCHF,LONG,2024-04-05,2024-04-10,0.90196,0.91302,5,4,0.01618,8,0.012262,0.010262,0.009262,20.0,0.00561,-0.00275,1,2,-0.002262,rotated_out_top8,True,0,weekly
CADCHF,SHORT,2024-03-31,2024-04-15,0.667088,0.661408,15,13,-0.02722,5,0.008515,0.006515,0.005515,20.0,0.003833,0.0,13,0,-0.004931,rotated_out_top8,True,0,weekly
EURGBP,SHORT,2024-04-10,2024-04-15,0.856812,0.85366,5,4,-0.01958,8,0.003679,0.001679,0.000679,20.0,0.0,0.0,0,0,-0.000451,rotated_out_top8,True,0,weekly
AUDUSD,SHORT,2024-02-15,2024-04-25,0.65242,0.6521,70,60,-0.03093,6,0.00049,-0.00151,-0.00251,20.0,0.015052,-0.013565,57,20,-0.021612,sign_flip,False,0,weekly
NZDUSD,SHORT,2024-04-05,2024-04-25,0.60108,0.5956,20,17,-0.05446,3,0.009117,0.007117,0.006117,20.0,0.0185,-0.003693,14,4,-0.010065,rotated_out_top8,True,0,weekly
NZDCAD,SHORT,2024-04-15,2024-04-25,0.813579,0.8135,10,9,-0.0228,6,9.7e-05,-0.001903,-0.002903,20.0,0.002836,0.0,6,0,-0.004877,rotated_out_top8,False,0,weekly
USDCHF,LONG,2024-04-15,2024-04-25,0.91183,0.91264,10,9,0.02199,7,0.000888,-0.001112,-0.002112,20.0,0.003729,-0.011789,9,5,-0.002533,rotated_out_top8,False,0,weekly
USDCAD,SHORT,2024-04-25,2024-05-05,1.36585,1.36909,10,8,-0.01869,6,-0.002372,-0.004372,-0.005372,20.0,0.0,-0.003229,0,6,-0.00891,rotated_out_top8,False,0,weekly
AUDUSD,LONG,2024-04-25,2024-05-05,0.6521,0.66081,10,8,0.01764,7,0.013357,0.011357,0.010357,20.0,0.019445,-0.008634,8,6,-0.013065,sign_flip,True,0,weekly
AUDCAD,LONG,2024-04-25,2024-05-05,0.890671,0.904708,10,8,0.01325,8,0.015761,0.013761,0.012761,20.0,0.021826,-0.008241,8,5,-0.00507,rotated_out_top8,True,0,weekly
NZDCHF,LONG,2024-04-25,2024-05-10,0.543568,0.545547,15,13,0.0389,3,0.00364,0.00164,0.00064,20.0,0.012859,-0.016926,8,5,-0.005919,rotated_out_top8,True,0,weekly
AUDUSD,SHORT,2024-05-05,2024-05-15,0.66081,0.66992,10,9,-0.0185,8,-0.013786,-0.015786,-0.016786,20.0,0.002209,0.0,4,0,-0.006961,rotated_out_top8,False,0,weekly
NZDCAD,SHORT,2024-05-10,2024-05-15,0.822847,0.833218,5,4,-0.01422,8,-0.012604,-0.014604,-0.015604,20.0,0.0,0.0,0,0,-0.002425,rotated_out_top8,False,0,weekly
USDCHF,LONG,2024-05-05,2024-05-20,0.90583,0.91011,15,13,0.02077,7,0.004725,0.002725,0.001725,20.0,0.004791,-0.007772,9,11,-0.008633,rotated_out_top8,True,0,weekly
GBPUSD,SHORT,2024-04-05,2024-05-30,1.26373,1.27283,55,47,-0.03317,5,-0.007201,-0.009201,-0.010201,20.0,0.020519,-0.009203,14,46,-0.033401,rotated_out_top8,False,0,weekly
AUDCHF,LONG,2024-04-10,2024-05-30,0.594093,0.59884,50,43,0.02168,6,0.00799,0.00599,0.00499,20.0,0.03037,-0.0351,37,9,-0.018302,rotated_out_top8,True,0,weekly
NZDCHF,LONG,2024-05-15,2024-05-30,0.551906,0.552344,15,13,0.02022,5,0.000794,-0.001206,-0.002206,20.0,0.020869,-0.014394,12,1,-0.006382,rotated_out_top8,False,0,weekly
USDCAD,SHORT,2024-05-15,2024-05-30,1.35969,1.36829,15,13,-0.0166,8,-0.006325,-0.008325,-0.009325,20.0,0.0,-0.004325,0,8,-0.009914,rotated_out_top8,False,0,weekly
EURUSD,SHORT,2024-03-21,2024-06-04,1.08615,1.08814,75,64,-0.0325,7,-0.001832,-0.003832,-0.004832,20.0,0.019509,-0.000331,21,51,-0.026387,rotated_out_top8,False,0,weekly
AUDCAD,LONG,2024-05-30,2024-06-04,0.907053,0.908763,5,4,0.01986,5,0.001885,-0.000115,-0.001115,20.0,0.008684,-0.007582,4,1,-0.000803,rotated_out_top8,False,0,weekly
EURCHF,SHORT,2024-05-30,2024-06-09,0.978409,0.965788,10,8,-0.01707,8,0.0129,0.0109,0.0099,20.0,0.005025,0.0,7,0,-0.002202,rotated_out_top8,True,0,weekly
NZDCHF,SHORT,2024-06-04,2024-06-14,0.549441,0.546543,10,9,-0.03486,4,0.005274,0.003274,0.002274,20.0,0.002581,-0.000937,5,9,-0.011087,rotated_out_top8,True,0,weekly
AUDCAD,LONG,2024-06-09,2024-06-14,0.905462,0.908337,5,5,0.018,7,0.003176,0.001176,0.000176,20.0,0.018687,-0.003393,4,4,-0.00324,rotated_out_top8,True,0,weekly
NZDUSD,SHORT,2024-05-05,2024-06-24,0.6006,0.61184,50,43,-0.02299,6,-0.018715,-0.020715,-0.021715,20.0,5e-05,-0.027772,4,29,-0.033283,rotated_out_top8,False,0,weekly
AUDCHF,LONG,2024-06-14,2024-06-24,0.588722,0.594228,10,8,0.01652,8,0.009354,0.007354,0.006354,20.0,0.013665,-0.010533,7,4,-0.001877,rotated_out_top8,True,0,weekly
GBPCHF,LONG,2024-06-14,2024-06-24,1.129088,1.132634,10,8,0.01934,7,0.00314,0.00114,0.00014,20.0,0.011363,-0.010426,1,6,-0.005589,rotated_out_top8,True,0,weekly
NZDCAD,LONG,2024-06-24,2024-07-04,0.835602,0.832099,10,9,0.01804,8,-0.004193,-0.006193,-0.007193,20.0,0.007066,-0.011077,1,9,-0.004783,rotated_out_top8,False,0,weekly
AUDUSD,LONG,2024-06-24,2024-07-04,0.66531,0.67241,10,9,0.03394,4,0.010672,0.008672,0.007672,20.0,0.011994,-0.005035,9,5,-0.002886,rotated_out_top8,True,0,weekly
AUDCAD,LONG,2024-06-24,2024-07-04,0.908627,0.915446,10,9,0.02409,5,0.007504,0.005504,0.004504,20.0,0.014099,-0.005585,9,2,-0.002353,rotated_out_top8,True,0,weekly
NZDCHF,LONG,2024-07-04,2024-07-09,0.550212,0.549806,5,4,0.02026,7,-0.000738,-0.002738,-0.003738,20.0,0.006304,-0.006516,2,2,-0.001312,rotated_out_top8,False,0,weekly
AUDNZD,SHORT,2024-07-04,2024-07-09,1.100165,1.100393,5,4,-0.02501,4,-0.000207,-0.002207,-0.003207,20.0,0.0,0.0,0,0,-0.001447,rotated_out_top8,False,0,weekly
USDCAD,SHORT,2024-06-04,2024-07-14,1.36761,1.36469,40,34,-0.02153,6,0.002135,0.000135,-0.000865,20.0,0.002793,-0.005616,27,6,-0.007122,rotated_out_top8,True,0,weekly
NZDUSD,LONG,2024-07-04,2024-07-14,0.61119,0.60945,10,8,0.03357,2,-0.002847,-0.004847,-0.005847,20.0,0.006643,-0.007804,4,6,-0.009473,rotated_out_top8,False,0,weekly
AUDUSD,LONG,2024-07-09,2024-07-14,0.67409,0.67704,5,4,0.02117,6,0.004376,0.002376,0.001376,20.0,0.008441,-0.002566,3,1,0.0,rotated_out_top8,True,0,weekly
EURUSD,SHORT,2024-07-14,2024-07-19,1.08855,1.08827,5,5,-0.02286,5,0.000257,-0.001743,-0.002743,20.0,0.0,-0.000854,0,4,-0.00497,rotated_out_top8,False,0,weekly
NZDCAD,LONG,2024-07-14,2024-07-19,0.83171,0.824725,5,5,0.01279,8,-0.008399,-0.010399,-0.011399,20.0,0.004279,-0.010483,4,3,-0.004614,rotated_out_top8,False,0,weekly
AUDNZD,SHORT,2024-07-14,2024-07-19,1.110903,1.112605,5,5,-0.01747,7,-0.001532,-0.003532,-0.004532,20.0,0.0,0.0,0,0,-0.002193,rotated_out_top8,False,0,weekly
USDCHF,SHORT,2024-05-30,2024-07-24,0.90335,0.8851,55,47,-0.03013,3,0.020203,0.018203,0.017203,20.0,0.019904,0.0,18,0,-0.021631,rotated_out_top8,True,0,weekly
CADCHF,SHORT,2024-05-30,2024-07-24,0.660204,0.640866,55,47,-0.03654,2,0.02929,0.02729,0.02629,20.0,0.020927,-0.001274,18,3,-0.025144,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2024-07-19,2024-07-24,0.66842,0.65733,5,4,0.01992,5,-0.016591,-0.018591,-0.019591,20.0,0.003785,-0.011011,2,4,-0.012552,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2024-07-24,2024-07-29,0.59246,0.58758,5,4,-0.0214,5,0.008237,0.006237,0.005237,20.0,0.00503,0.0,4,0,-0.000152,rotated_out_top8,True,0,weekly
EURGBP,SHORT,2024-05-20,2024-08-28,0.854513,0.843214,100,86,-0.01828,6,0.013222,0.011222,0.010222,20.0,0.016057,-0.00207,48,69,-0.025885,rotated_out_top8,True,4,weekly
EURCHF,SHORT,2024-07-09,2024-08-28,0.970558,0.936393,50,43,-0.02756,5,0.035201,0.033201,0.032201,20.0,0.033039,-0.001779,23,6,-0.026534,rotated_out_top8,True,4,weekly
AUDCHF,LONG,2024-07-19,2024-08-28,0.594172,0.570922,40,34,0.017,7,-0.03913,-0.04113,-0.04213,20.0,0.00451,-0.099172,1,15,-0.065847,sign_flip,False,4,weekly
USDCAD,SHORT,2024-07-19,2024-08-28,1.37278,1.34765,40,34,-0.0237,3,0.018306,0.016306,0.015306,20.0,0.017497,-0.009557,34,14,-0.012755,sign_flip,True,4,weekly
EURUSD,SHORT,2024-07-24,2024-08-28,1.08376,1.11241,35,30,-0.029,2,-0.026436,-0.028436,-0.029436,20.0,0.000258,-0.032147,8,28,-0.037499,rotated_out_top8,False,4,weekly
GBPCHF,LONG,2024-07-29,2024-08-28,1.139402,1.110505,30,26,0.01558,8,-0.025362,-0.027362,-0.028362,20.0,0.003378,-0.059457,1,7,-0.050776,rotated_out_top8,False,4,weekly
USDCAD,LONG,2024-08-28,2024-09-02,1.34765,1.34976,5,4,0.01696,8,0.001566,-0.000434,-0.001434,20.0,0.002389,-0.002671,3,1,-0.000178,rotated_out_top8,False,0,weekly
NZDCAD,SHORT,2024-07-24,2024-09-12,0.818247,0.839753,50,43,-0.02171,4,-0.026284,-0.028284,-0.029284,20.0,0.003395,-0.027644,4,34,-0.037839,rotated_out_top8,False,4,weekly
EURGBP,SHORT,2024-09-02,2024-09-12,0.842269,0.843625,10,9,-0.02306,8,-0.001609,-0.003609,-0.004609,20.0,0.0,-0.001386,0,6,-0.002641,rotated_out_top8,False,0,weekly
AUDUSD,SHORT,2024-08-28,2024-09-17,0.67824,0.67599,20,17,-0.04894,6,0.003317,0.001317,0.000317,20.0,0.015997,-2.9e-05,10,2,-0.014508,rotated_out_top8,True,0,weekly
AUDCHF,SHORT,2024-08-28,2024-09-22,0.570922,0.579485,25,21,-0.07459,3,-0.014998,-0.016998,-0.017998,20.0,0.013227,-0.00409,10,5,-0.02853,rotated_out_top8,False,0,weekly
NZDCHF,SHORT,2024-08-28,2024-10-17,0.52577,0.524754,50,43,-0.0769,2,0.001932,-6.8e-05,-0.001068,20.0,0.008536,-0.013115,10,29,-0.029972,rotated_out_top8,False,3,weekly
NZDUSD,SHORT,2024-08-28,2024-10-17,0.6246,0.60593,50,43,-0.06729,4,0.029891,0.027891,0.026891,20.0,0.026769,-0.014537,43,29,-0.035191,sign_flip,True,3,weekly
GBPCHF,LONG,2024-09-12,2024-10-17,1.115962,1.127051,35,30,0.04796,5,0.009937,0.007937,0.006937,20.0,0.025104,-0.010834,13,6,-0.015131,rotated_out_top8,True,3,weekly
EURGBP,SHORT,2024-09-22,2024-10-17,0.838256,0.832081,25,22,-0.03602,8,0.007367,0.005367,0.004367,20.0,0.002799,0.0,7,0,-0.009749,rotated_out_top8,True,3,weekly
NZDCAD,LONG,2024-10-17,2024-10-27,0.835923,0.830592,10,8,0.03447,7,-0.006378,-0.008378,-0.009378,20.0,0.007825,-0.011199,4,8,-0.009687,rotated_out_top8,False,0,weekly
NZDUSD,LONG,2024-10-17,2024-10-27,0.60593,0.59775,10,8,0.03131,8,-0.0135,-0.0155,-0.0165,20.0,0.003961,-0.014193,4,8,-0.016289,rotated_out_top8,False,0,weekly
EURGBP,SHORT,2024-10-27,2024-11-01,0.833183,0.838523,5,5,-0.02738,8,-0.00641,-0.00841,-0.00941,20.0,0.0,-0.001195,0,5,-0.014799,rotated_out_top8,False,0,weekly
NZDUSD,SHORT,2024-11-01,2024-11-06,0.59618,0.59374,5,4,-0.03377,6,0.004093,0.002093,0.001093,20.0,0.0,-0.001057,0,2,-0.00894,rotated_out_top8,True,0,weekly
AUDUSD,LONG,2024-10-17,2024-12-01,0.6699,0.65013,45,38,0.04823,4,-0.029512,-0.031512,-0.032512,20.0,0.003553,-0.039603,4,35,-0.038558,rotated_out_top8,False,3,weekly
USDCHF,SHORT,2024-09-12,2024-12-06,0.84981,0.87858,85,73,-0.03648,8,-0.033855,-0.035855,-0.036855,20.0,0.009849,-0.046293,15,63,-0.063273,rotated_out_top8,False,6,weekly
GBPUSD,LONG,2024-09-17,2024-12-06,1.31669,1.27413,80,69,0.04075,7,-0.032323,-0.034323,-0.035323,20.0,0.020278,-0.05166,9,58,-0.067928,rotated_out_top8,False,6,weekly
EURGBP,SHORT,2024-11-06,2024-12-06,0.833041,0.829366,30,26,-0.03767,6,0.004412,0.002412,0.001412,20.0,0.002254,-0.001216,4,10,-0.00883,rotated_out_top8,True,3,weekly
AUDCAD,LONG,2024-10-17,2024-12-16,0.924174,0.907587,60,51,0.046,5,-0.017948,-0.019948,-0.020948,20.0,0.009238,-0.033369,19,44,-0.025406,rotated_out_top8,False,3,weekly
EURCHF,SHORT,2024-12-16,2025-01-10,0.940136,0.938833,25,22,-0.03478,8,0.001386,-0.000614,-0.001614,20.0,0.007786,0.0,6,0,-0.009946,rotated_out_top8,False,3,weekly
EURUSD,SHORT,2024-12-06,2025-01-15,1.05672,1.02948,40,34,-0.04428,5,0.025778,0.023778,0.022778,20.0,0.030349,0.0,32,0,-0.010921,rotated_out_top8,True,3,weekly
EURCHF,SHORT,2025-01-15,2025-01-20,0.938989,0.94419,5,4,-0.01836,8,-0.005539,-0.007539,-0.008539,20.0,0.0,0.0,0,0,-0.001556,rotated_out_top8,False,0,weekly
CADCHF,SHORT,2024-08-28,2025-02-09,0.624621,0.635557,165,141,-0.04994,5,-0.017508,-0.019508,-0.020508,20.0,0.005446,-0.020433,88,76,-0.031925,rotated_out_top8,False,9,weekly
EURUSD,SHORT,2025-01-20,2025-02-19,1.04206,1.04205,30,26,-0.0224,8,1e-05,-0.00199,-0.00299,20.0,0.014519,-0.005979,12,24,-0.023454,rotated_out_top8,False,1,weekly
GBPUSD,SHORT,2025-02-09,2025-02-19,1.2389,1.25825,10,9,-0.02145,8,-0.015619,-0.017619,-0.018619,20.0,0.0,-0.015586,0,9,-0.021366,rotated_out_top8,False,1,weekly
NZDCAD,SHORT,2025-02-19,2025-02-24,0.811671,0.817424,5,4,-0.01955,7,-0.007087,-0.009087,-0.010087,20.0,0.0,-0.003429,0,4,-0.0065,rotated_out_top8,False,0,weekly
USDCHF,LONG,2025-02-19,2025-03-31,0.90455,0.88389,40,34,0.01857,8,-0.02284,-0.02484,-0.02584,20.0,0.000929,-0.032093,1,26,-0.031021,rotated_out_top8,False,5,weekly
EURUSD,SHORT,2025-02-24,2025-03-31,1.0461,1.08172,35,30,-0.02698,6,-0.03405,-0.03605,-0.03705,20.0,0.003967,-0.041229,5,20,-0.053857,rotated_out_top8,False,5,weekly
